emp_no,first_name,last_name,to_date,dept_no,dept_name
413134,Sachem,Denos,9999-01-01,d005,Development
413146,Yifei,Peot,9999-01-01,d005,Development
413160,Tadanori,Felcyn,9999-01-01,d007,Sales
413162,Turgut,Merks,9999-01-01,d005,Development
413166,Koldo,Salverda,9999-01-01,d007,Sales
413184,Moon,Asmuth,9999-01-01,d007,Sales
413195,Sachin,Halloran,9999-01-01,d005,Development
413217,Phule,Waschkowski,9999-01-01,d005,Development
413272,Xianlong,Comellas,9999-01-01,d005,Development
413333,Martijn,Spell,9999-01-01,d007,Sales
413410,Yongmao,Matzen,9999-01-01,d005,Development
413420,Jeong,Lamba,9999-01-01,d005,Development
413441,Fumiko,Koshiba,9999-01-01,d007,Sales
413468,Kristina,Czaja,9999-01-01,d005,Development
413480,Mang,Peac,9999-01-01,d005,Development
413496,Naftaly,Acton,9999-01-01,d007,Sales
413501,Visit,Hartvigsen,9999-01-01,d007,Sales
413608,Mantis,Serra,9999-01-01,d005,Development
413611,Vasiliy,Granlund,9999-01-01,d005,Development
413624,Rayond,Simmel,9999-01-01,d007,Sales
413642,Elliott,Bergere,9999-01-01,d007,Sales
413644,Hatsukazu,Picht,9999-01-01,d005,Development
413650,Yuichiro,Koyama,9999-01-01,d005,Development
413671,Aral,Moehrke,9999-01-01,d007,Sales
413686,Youngkon,Oskamp,9999-01-01,d005,Development
413690,Alejandro,Radwan,9999-01-01,d005,Development
413708,Arnould,Krzyzanowski,9999-01-01,d007,Sales
413774,Jacqueline,Butterworth,9999-01-01,d007,Sales
413775,Kensyu,Heuser,9999-01-01,d005,Development
413791,Jiong,Zaumen,9999-01-01,d007,Sales
413801,Francesca,Beeson,9999-01-01,d005,Development
413825,Divine,Ertl,9999-01-01,d005,Development
413833,Kannan,Krupka,9999-01-01,d007,Sales
413876,Tianruo,Birrer,9999-01-01,d007,Sales
413911,Siamak,Karlin,9999-01-01,d005,Development
413914,Rajmohan,Covnot,9999-01-01,d005,Development
413919,Shushma,Nergos,9999-01-01,d007,Sales
413927,Erez,Ressouche,9999-01-01,d005,Development
413930,Gil,Ferriere,9999-01-01,d005,Development
413985,Neelam,Coombs,9999-01-01,d007,Sales
414054,Yongdong,Suppi,9999-01-01,d005,Development
414088,Khun,Marakhovsky,9999-01-01,d007,Sales
414130,Etsuo,Gyimothy,9999-01-01,d005,Development
414131,Taisook,Neiman,9999-01-01,d007,Sales
414140,Leucio,Vickson,9999-01-01,d007,Sales
414147,Jianwen,Matzat,9999-01-01,d005,Development
414173,Gina,Jonsson,9999-01-01,d007,Sales
414180,Kinh,Dengi,9999-01-01,d007,Sales
414188,Taizo,Juneja,9999-01-01,d007,Sales
414208,Mingsen,Steenbeek,9999-01-01,d005,Development
414252,Sedat,Pouyioutas,9999-01-01,d007,Sales
414255,Mats,Spelt,9999-01-01,d007,Sales
414256,Rosalie,Nannarelli,9999-01-01,d005,Development
414265,Shigeichiro,Cunliffe,9999-01-01,d005,Development
414269,Jamaludin,Flowers,9999-01-01,d007,Sales
414286,Remmert,Stiles,9999-01-01,d005,Development
414409,Boguslaw,Maksimenko,9999-01-01,d005,Development
414421,Shai,Griswold,9999-01-01,d005,Development
414442,Jiafu,Ashish,9999-01-01,d005,Development
414472,Alassane,Roisin,9999-01-01,d005,Development
414482,Maya,Baalen,9999-01-01,d007,Sales
414492,Emdad,Azevdeo,9999-01-01,d005,Development
414501,Arto,Kobara,9999-01-01,d005,Development
414508,Yonghoan,Rosaz,9999-01-01,d005,Development
414510,Zhonghui,Maksimenko,9999-01-01,d005,Development
414604,Pranjal,Snedden,9999-01-01,d005,Development
414608,Pranjal,Undy,9999-01-01,d007,Sales
414645,Mingzeng,Boguraev,9999-01-01,d007,Sales
414666,Fai,Alpay,9999-01-01,d007,Sales
414708,Gift,Wielonsky,9999-01-01,d005,Development
414721,Shigeu,Kieras,9999-01-01,d007,Sales
414724,Phuoc,Bottner,9999-01-01,d007,Sales
414727,Rimli,Weisert,9999-01-01,d005,Development
414741,Branimir,Hasham,9999-01-01,d005,Development
414772,Fumiya,Raney,9999-01-01,d005,Development
414841,Wuxu,Smeets,9999-01-01,d005,Development
414844,Genevieve,Stroustrup,9999-01-01,d005,Development
414917,Chikara,Delgrange,9999-01-01,d007,Sales
414959,Tristan,Birta,9999-01-01,d005,Development
414962,Hilari,Denny,9999-01-01,d005,Development
414995,Pranas,Boyle,9999-01-01,d005,Development
415015,Anyuan,Pokrovskii,9999-01-01,d005,Development
415029,Masaki,Butner,9999-01-01,d007,Sales
415043,Zhenhua,Hopewell,9999-01-01,d005,Development
415117,Sudhanshu,Gente,9999-01-01,d007,Sales
415124,Sugwoo,Dalphin,9999-01-01,d005,Development
415134,Conal,Minakawa,9999-01-01,d007,Sales
415152,Jongsuk,Danecki,9999-01-01,d007,Sales
415157,Insup,Ananiadou,9999-01-01,d007,Sales
415204,Sachem,Kaltofen,9999-01-01,d005,Development
415206,Takahiro,Heyers,9999-01-01,d007,Sales
415224,Rutger,Syrotiuk,9999-01-01,d005,Development
415251,Domenick,Noriega,9999-01-01,d005,Development
415295,Tran,Katalagarianos,9999-01-01,d007,Sales
415356,Mostafa,Hofting,9999-01-01,d007,Sales
415365,Dipankar,Negoita,9999-01-01,d007,Sales
415374,Shushma,Hofting,9999-01-01,d005,Development
415375,Xinyu,Sgarro,9999-01-01,d007,Sales
415403,Uri,Masand,9999-01-01,d007,Sales
415404,Zhongwei,Gonthier,9999-01-01,d005,Development
415442,Udaiprakash,Passino,9999-01-01,d005,Development
415455,Kiyomitsu,Rosiles,9999-01-01,d007,Sales
415458,Dekang,Ponthieu,9999-01-01,d007,Sales
415477,Serap,Cronau,9999-01-01,d007,Sales
415481,Branimir,Ulupinar,9999-01-01,d005,Development
415486,Shahar,Comyn,9999-01-01,d007,Sales
415495,Kiam,Luef,9999-01-01,d005,Development
415512,Marin,Sifakis,9999-01-01,d005,Development
415518,Jinpo,Nicolson,9999-01-01,d005,Development
415554,Goh,Panienski,9999-01-01,d007,Sales
415555,Yuchang,Bala,9999-01-01,d005,Development
415558,Gurbir,Argence,9999-01-01,d005,Development
415574,Adas,Gimbel,9999-01-01,d005,Development
415577,Magdalena,Kumaresan,9999-01-01,d005,Development
415578,Nevin,Setia,9999-01-01,d005,Development
415615,Elvia,Bisiani,9999-01-01,d005,Development
415651,Zsolt,Klyachko,9999-01-01,d005,Development
415661,Fen,Schiper,9999-01-01,d005,Development
415696,Ute,Hofstetter,9999-01-01,d005,Development
415703,Martina,Axelband,9999-01-01,d005,Development
415716,Yucai,Ciolek,9999-01-01,d005,Development
415731,Uta,Aloisi,9999-01-01,d005,Development
415741,Anneli,Suwa,9999-01-01,d005,Development
415770,Shigenori,Murrill,9999-01-01,d005,Development
415773,Martien,Hartvigsen,9999-01-01,d007,Sales
415791,Sergi,Polupanov,9999-01-01,d005,Development
415800,Otilia,Bratsberg,9999-01-01,d007,Sales
415817,Wonhee,Hutter,9999-01-01,d005,Development
415859,Leon,Gonthier,9999-01-01,d007,Sales
415865,Beshir,Fujisawa,9999-01-01,d005,Development
415867,Shuji,Erev,9999-01-01,d007,Sales
415890,Zhonghui,Melski,9999-01-01,d005,Development
415904,Howell,Matzov,9999-01-01,d005,Development
415912,Gadiel,Begiun,9999-01-01,d005,Development
415924,Eran,Moehrke,9999-01-01,d005,Development
415994,Qunsheng,Flanders,9999-01-01,d005,Development
416004,Huiqun,Uchoa,9999-01-01,d005,Development
416026,Inderjeet,Molenaar,9999-01-01,d007,Sales
416032,Patricio,Schicker,9999-01-01,d007,Sales
416042,Katsuo,Lorcy,9999-01-01,d005,Development
416044,Gro,Schaad,9999-01-01,d005,Development
416128,Uli,Wrigley,9999-01-01,d005,Development
416166,Yuriy,Rosenbaum,9999-01-01,d007,Sales
416174,Shay,Kuhnemann,9999-01-01,d005,Development
416204,Amalendu,Murillo,9999-01-01,d005,Development
416260,Flemming,Baezner,9999-01-01,d005,Development
416288,Ramalingam,Khalid,9999-01-01,d005,Development
416312,Baruch,Petereit,9999-01-01,d007,Sales
416319,Duro,Chimia,9999-01-01,d007,Sales
416330,Candida,Pollock,9999-01-01,d007,Sales
416388,Gad,Leslie,9999-01-01,d005,Development
416396,Oldrich,Flanders,9999-01-01,d007,Sales
416469,Kristina,Negoita,9999-01-01,d007,Sales
416470,Tzvetan,Katiyar,9999-01-01,d007,Sales
416487,Marsja,Anick,9999-01-01,d007,Sales
416518,Dzung,Rosenbaum,9999-01-01,d005,Development
416559,Patricia,Zucker,9999-01-01,d005,Development
416568,Dannz,Usery,9999-01-01,d005,Development
416573,Berhard,Leaver,9999-01-01,d005,Development
416589,Jianhua,Bakhtari,9999-01-01,d005,Development
416606,Salvador,Sadowsky,9999-01-01,d007,Sales
416663,Chiranjit,Beeson,9999-01-01,d005,Development
416690,Ulf,Mahmud,9999-01-01,d007,Sales
416694,Ebru,Remmele,9999-01-01,d005,Development
416768,Yuchang,Chelton,9999-01-01,d005,Development
416788,Apostol,Hoogerwoord,9999-01-01,d007,Sales
416795,Aksel,Wossner,9999-01-01,d007,Sales
416819,Ulf,Slutz,9999-01-01,d005,Development
416827,Nevio,Binkley,9999-01-01,d005,Development
416834,Angel,Riefers,9999-01-01,d005,Development
416836,Gino,Erev,9999-01-01,d005,Development
416864,Chiradeep,Shiratori,9999-01-01,d007,Sales
416879,Bluma,Schrooten,9999-01-01,d007,Sales
416880,Shuichi,Felder,9999-01-01,d007,Sales
416899,Abdelghani,Heijenga,9999-01-01,d005,Development
416920,Ekawit,Kossowski,9999-01-01,d007,Sales
416924,Vishwani,Ambroszkiewicz,9999-01-01,d007,Sales
416948,Reinhard,Peac,9999-01-01,d007,Sales
416980,Qunsheng,Meszaros,9999-01-01,d007,Sales
417000,Baruch,Shokrollahi,9999-01-01,d005,Development
417039,Chrisa,Feldmann,9999-01-01,d007,Sales
417090,Takahira,Schaaf,9999-01-01,d007,Sales
417120,Candido,Ghelli,9999-01-01,d005,Development
417123,Shao,Ramsak,9999-01-01,d007,Sales
417146,Anneke,Caine,9999-01-01,d005,Development
417170,Paloma,Delgrange,9999-01-01,d005,Development
417190,Atreyi,Cooman,9999-01-01,d007,Sales
417206,Ramachenga,Crouzet,9999-01-01,d007,Sales
417247,Udaiprakash,Farrar,9999-01-01,d005,Development
417275,Mohammed,Middleton,9999-01-01,d007,Sales
417276,Howell,Deville,9999-01-01,d005,Development
417286,Mabo,Fordan,9999-01-01,d005,Development
417328,Xinyu,Molenaar,9999-01-01,d007,Sales
417376,Leszek,Hertweck,9999-01-01,d007,Sales
417427,Doohun,Lores,9999-01-01,d007,Sales
417436,Avishai,Quittner,9999-01-01,d005,Development
417510,Yonghong,Ernst,9999-01-01,d007,Sales
417553,Moheb,Langford,9999-01-01,d005,Development
417555,Zejun,Coors,9999-01-01,d005,Development
417556,Hiroyasu,Zlotek,9999-01-01,d005,Development
417576,Adhemar,Murtagh,9999-01-01,d007,Sales
417586,Qiwen,Leslie,9999-01-01,d007,Sales
417595,Maik,Roccetti,9999-01-01,d007,Sales
417633,Aemilian,Cappelletti,9999-01-01,d007,Sales
417663,Muzhong,Stassinopoulos,9999-01-01,d007,Sales
417704,Sajjad,Erdmenger,9999-01-01,d007,Sales
417705,Kousuke,Lammel,9999-01-01,d007,Sales
417718,Breannda,Chinin,9999-01-01,d005,Development
417721,Aron,Back,9999-01-01,d005,Development
417737,Ortrun,Picaronny,9999-01-01,d007,Sales
417751,Saddek,Perelgut,9999-01-01,d005,Development
417776,Shuzo,Gruenwald,9999-01-01,d005,Development
417777,Vitali,Picel,9999-01-01,d007,Sales
417785,Suebskul,Ranst,9999-01-01,d005,Development
417807,Uinam,Doering,9999-01-01,d007,Sales
417826,Dung,Portugali,9999-01-01,d005,Development
417828,Marjo,Besancenot,9999-01-01,d005,Development
417830,Geoff,Androutsos,9999-01-01,d007,Sales
417841,Freyja,Sridhar,9999-01-01,d007,Sales
417842,Mart,Khalil,9999-01-01,d005,Development
417876,Hirochika,Milicic,9999-01-01,d005,Development
417914,Brendon,Luck,9999-01-01,d007,Sales
417923,Jahangir,Negoita,9999-01-01,d005,Development
417940,Uri,Assaf,9999-01-01,d007,Sales
417944,Kristinn,Serra,9999-01-01,d005,Development
418000,Yuichiro,Alpin,9999-01-01,d007,Sales
418019,Kristina,Ecklund,9999-01-01,d007,Sales
418039,Shuichi,Ramalingam,9999-01-01,d007,Sales
418094,Mona,Kolvik,9999-01-01,d007,Sales
418125,Khun,Baar,9999-01-01,d007,Sales
418254,Masamitsu,Beilner,9999-01-01,d005,Development
418329,Aiichiro,Eiron,9999-01-01,d007,Sales
418339,Mamdouh,Wendorf,9999-01-01,d005,Development
418361,Oguz,Hagimont,9999-01-01,d005,Development
418386,Gianluca,Cannata,9999-01-01,d005,Development
418429,Zissis,Litvinov,9999-01-01,d005,Development
418480,Ranan,Anguita,9999-01-01,d005,Development
418515,Naftali,Chachaty,9999-01-01,d007,Sales
418526,Sajjad,Rubsam,9999-01-01,d007,Sales
418536,Mark,Weiland,9999-01-01,d005,Development
418542,Mong,Manderick,9999-01-01,d005,Development
418605,Flemming,Kornatzky,9999-01-01,d005,Development
418648,Stamatina,Maierhofer,9999-01-01,d005,Development
418659,Basim,Barreiro,9999-01-01,d005,Development
418671,Xiaoshan,Calkin,9999-01-01,d007,Sales
418683,Tsuneo,Lagarias,9999-01-01,d007,Sales
418703,Mabo,Cairo,9999-01-01,d005,Development
418716,Marke,Linnainmaa,9999-01-01,d007,Sales
418733,Barun,Velasco,9999-01-01,d005,Development
418799,Uzi,Kakkar,9999-01-01,d007,Sales
418835,Oguz,Bruckman,9999-01-01,d007,Sales
418855,Piyawadee,Granlund,9999-01-01,d007,Sales
418857,Mani,Uehara,9999-01-01,d007,Sales
418870,Garnik,Dulli,9999-01-01,d007,Sales
418901,Lucien,Kabayashi,9999-01-01,d007,Sales
418938,Elgin,Vrecion,9999-01-01,d007,Sales
418974,Dung,Sethi,9999-01-01,d005,Development
418986,Kwangho,Warwick,9999-01-01,d005,Development
419062,Stafford,Walstra,9999-01-01,d005,Development
419065,Arvind,Manderick,9999-01-01,d007,Sales
419084,Shen,Aamodt,9999-01-01,d005,Development
419123,Marit,Hutter,9999-01-01,d005,Development
419135,Odysseas,Swen,9999-01-01,d005,Development
419136,Jagoda,Slaats,9999-01-01,d005,Development
419157,Visit,Ruemmler,9999-01-01,d007,Sales
419180,Shigeaki,Rettelbach,9999-01-01,d005,Development
419263,Wojceich,Ramsay,9999-01-01,d005,Development
419272,Waiman,Ghalwash,9999-01-01,d005,Development
419282,Hatem,Schrooten,9999-01-01,d005,Development
419296,Fumiyo,Delgrande,9999-01-01,d005,Development
419330,Kaijung,Einsfeld,9999-01-01,d007,Sales
419359,Arie,Slutz,9999-01-01,d005,Development
419365,Shuichi,Sommen,9999-01-01,d005,Development
419374,Yoshinari,Pollacia,9999-01-01,d007,Sales
419387,Frazer,Lichtman,9999-01-01,d005,Development
419463,Kinh,Rikino,9999-01-01,d005,Development
419499,Honesty,Dulin,9999-01-01,d005,Development
419521,Takushi,Furudate,9999-01-01,d007,Sales
419527,Idoia,Krybus,9999-01-01,d005,Development
419533,Ghassan,Ermel,9999-01-01,d005,Development
419534,Odoardo,Demizu,9999-01-01,d005,Development
419578,Elgin,Ullian,9999-01-01,d007,Sales
419585,Ramachenga,Pezzoli,9999-01-01,d007,Sales
419593,Xiaoqiang,Reeken,9999-01-01,d005,Development
419605,Jiakeng,Matzat,9999-01-01,d005,Development
419621,Mong,Marsiglia,9999-01-01,d005,Development
419638,Lein,Birsak,9999-01-01,d007,Sales
419669,Florina,Monarch,9999-01-01,d007,Sales
419717,Rosalie,Tsunoo,9999-01-01,d005,Development
419726,Rosita,Bellone,9999-01-01,d005,Development
419748,Jixiang,Rindone,9999-01-01,d005,Development
419753,Divine,Ebeling,9999-01-01,d005,Development
419770,Tadahiro,Weedman,9999-01-01,d005,Development
419781,Jordanka,Karnin,9999-01-01,d007,Sales
419787,Shahar,Bahl,9999-01-01,d005,Development
419818,Sanjoy,Emiris,9999-01-01,d007,Sales
419844,Yefim,Blokdijk,9999-01-01,d007,Sales
419907,Tayeb,Rajaraman,9999-01-01,d007,Sales
419911,Seongbin,Hofstetter,9999-01-01,d007,Sales
419954,Yakkov,Katalagarianos,9999-01-01,d005,Development
419960,Chikako,Heping,9999-01-01,d005,Development
419986,Cristinel,Belinskaya,9999-01-01,d005,Development
419992,Mototsugu,Kenevan,9999-01-01,d007,Sales
420013,Pranav,Syang,9999-01-01,d007,Sales
420032,Frederique,Godskesen,9999-01-01,d005,Development
420034,Pascal,Beilner,9999-01-01,d007,Sales
420053,Kaijung,Chimia,9999-01-01,d005,Development
420073,Spyrose,DeMori,9999-01-01,d005,Development
420192,Tadahiro,Cooke,9999-01-01,d005,Development
420232,Claudi,Heystek,9999-01-01,d007,Sales
420242,Nalini,Hanratty,9999-01-01,d005,Development
420314,Oguz,Demke,9999-01-01,d005,Development
420315,Ziyad,Zallocco,9999-01-01,d005,Development
420352,Matk,Krohn,9999-01-01,d007,Sales
420358,Huei,Ressouche,9999-01-01,d007,Sales
420363,Seongbae,Garrabrants,9999-01-01,d007,Sales
420394,Khun,Worfolk,9999-01-01,d007,Sales
420423,Niclas,Guerreiro,9999-01-01,d005,Development
420492,Arie,Versino,9999-01-01,d005,Development
420499,Alenka,Picaronny,9999-01-01,d007,Sales
420509,Dzung,Mahmud,9999-01-01,d007,Sales
420520,Shan,Antonisse,9999-01-01,d005,Development
420522,Tua,Kadhim,9999-01-01,d005,Development
420562,Anoosh,Danner,9999-01-01,d007,Sales
420621,Stella,Erni,9999-01-01,d005,Development
420622,Susanna,Katzenelson,9999-01-01,d007,Sales
420647,Shooichi,Ranum,9999-01-01,d005,Development
420649,Vitali,Gyorkos,9999-01-01,d005,Development
420669,Alenka,Nollmann,9999-01-01,d005,Development
420682,Yurij,Krohn,9999-01-01,d005,Development
420684,Stein,Percebois,9999-01-01,d007,Sales
420710,Zhiwei,Sifakis,9999-01-01,d005,Development
420712,Josyula,Plump,9999-01-01,d005,Development
420809,Sverrir,Buchter,9999-01-01,d005,Development
420816,Vitali,Benner,9999-01-01,d005,Development
420822,Becky,Whitcomb,9999-01-01,d005,Development
420853,Murthy,Bojadziev,9999-01-01,d005,Development
420874,Jinya,Hiyoshi,9999-01-01,d007,Sales
420922,Peer,Schwartzburd,9999-01-01,d007,Sales
420933,Gila,Kroon,9999-01-01,d005,Development
420951,Moriyoshi,Ventosa,9999-01-01,d007,Sales
420960,Ebbe,Chenoweth,9999-01-01,d005,Development
420997,Maik,Gill,9999-01-01,d005,Development
421040,Chuanyi,Moehrke,9999-01-01,d005,Development
421043,Vidya,Piveteau,9999-01-01,d005,Development
421050,Zita,Olivero,9999-01-01,d005,Development
421051,Sachem,Wendorf,9999-01-01,d005,Development
421076,Clyde,Gecseg,9999-01-01,d005,Development
421089,Jouni,Peternell,9999-01-01,d005,Development
421108,Krister,Gulla,9999-01-01,d007,Sales
421111,Ziva,Benzmuller,9999-01-01,d007,Sales
421122,Danny,Schnelling,9999-01-01,d007,Sales
421133,Francesca,Brizzi,9999-01-01,d005,Development
421172,Heejo,Danley,9999-01-01,d007,Sales
421199,Irene,Laurillard,9999-01-01,d005,Development
421228,Kirk,Verhaegen,9999-01-01,d005,Development
421244,Ortrun,Ladret,9999-01-01,d007,Sales
421251,Fumitaka,Assaf,9999-01-01,d007,Sales
421300,Arumugam,Chimia,9999-01-01,d005,Development
421304,Kwee,Acton,9999-01-01,d005,Development
421319,Ranga,Maccarone,9999-01-01,d007,Sales
421347,Erzsebet,Bahk,9999-01-01,d005,Development
421358,KayLiang,Litecky,9999-01-01,d005,Development
421364,Huican,Ramalingam,9999-01-01,d007,Sales
421376,Weijing,Ranon,9999-01-01,d007,Sales
421388,Elzbieta,Bernatsky,9999-01-01,d007,Sales
421410,Xiaoshan,Schiper,9999-01-01,d005,Development
421455,Trygve,Feldmann,9999-01-01,d005,Development
421465,Yongqiao,Pouyioutas,9999-01-01,d005,Development
421469,Seongbae,Oxenboll,9999-01-01,d005,Development
421484,Poornachandra,Masaki,9999-01-01,d005,Development
421490,Zsolt,Heering,9999-01-01,d005,Development
421526,Syozo,Christianini,9999-01-01,d005,Development
421540,Annemarie,Ranon,9999-01-01,d007,Sales
421546,Barun,Flanders,9999-01-01,d005,Development
421549,Arvin,Remmers,9999-01-01,d005,Development
421570,Shuji,Taubenfeld,9999-01-01,d007,Sales
421575,JoAnne,Farrag,9999-01-01,d005,Development
421654,Claude,Ciolek,9999-01-01,d007,Sales
421697,Marko,Iwayama,9999-01-01,d007,Sales
421698,Flemming,Billawala,9999-01-01,d007,Sales
421712,Marla,Grandbois,9999-01-01,d005,Development
421730,Vishwani,Feldhoffer,9999-01-01,d005,Development
421740,Shin,Jarecki,9999-01-01,d005,Development
421749,Dietrich,Calkin,9999-01-01,d005,Development
421775,Gretta,Baak,9999-01-01,d007,Sales
421787,Yifei,Lunn,9999-01-01,d005,Development
421796,Yakkov,Apsitis,9999-01-01,d007,Sales
421822,Mario,Rodham,9999-01-01,d005,Development
421846,Gunilla,Einsfeld,9999-01-01,d005,Development
421849,Zhenhua,Pileggi,9999-01-01,d005,Development
421856,Mona,Suomi,9999-01-01,d005,Development
421886,Holgard,Gelosh,9999-01-01,d005,Development
421930,Chiradeep,Mateescu,9999-01-01,d007,Sales
421948,Marl,Chorvat,9999-01-01,d007,Sales
421956,Kotesh,Hedayat,9999-01-01,d007,Sales
421975,Hyuckchul,Eastman,9999-01-01,d007,Sales
421986,Gritta,Furudate,9999-01-01,d007,Sales
421999,Mark,Perng,9999-01-01,d005,Development
422042,Domenick,Roisin,9999-01-01,d005,Development
422056,Wonhee,Murrill,9999-01-01,d005,Development
422057,Mahmut,Shiratori,9999-01-01,d007,Sales
422066,Aleksander,Berendt,9999-01-01,d005,Development
422083,Fusako,Kowalchuk,9999-01-01,d007,Sales
422084,Guenter,Ranai,9999-01-01,d007,Sales
422100,Kotesh,Aingworth,9999-01-01,d005,Development
422105,Yongdong,Zykh,9999-01-01,d007,Sales
422156,Chikara,Cardazo,9999-01-01,d007,Sales
422161,Malu,Riefers,9999-01-01,d007,Sales
422180,Dekang,Christ,9999-01-01,d005,Development
422216,Toshimitsu,Felcyn,9999-01-01,d005,Development
422223,Zine,Madeira,9999-01-01,d005,Development
422227,Francoise,Brizzi,9999-01-01,d005,Development
422229,Subbu,Kawashima,9999-01-01,d005,Development
422241,Roselyn,Ponthieu,9999-01-01,d005,Development
422246,Francesca,Kusakari,9999-01-01,d007,Sales
422304,Manton,Warwick,9999-01-01,d005,Development
422323,Kauko,Luca,9999-01-01,d005,Development
422349,Mani,Straney,9999-01-01,d007,Sales
422363,Tetsurou,Pramanik,9999-01-01,d007,Sales
422380,Mamdouh,Kawashimo,9999-01-01,d005,Development
422389,Ramachenga,Suwa,9999-01-01,d005,Development
422390,Jiann,Gist,9999-01-01,d005,Development
422393,Ramya,Schapire,9999-01-01,d005,Development
422461,Ebbe,Beetstra,9999-01-01,d005,Development
422470,Arvin,Androutsos,9999-01-01,d007,Sales
422506,Patricio,Lambe,9999-01-01,d007,Sales
422537,Khue,Denis,9999-01-01,d005,Development
422542,Bojan,Steenbeek,9999-01-01,d007,Sales
422558,Aris,Negoita,9999-01-01,d007,Sales
422573,Jianhao,Anily,9999-01-01,d005,Development
422577,Vasilis,Henseler,9999-01-01,d005,Development
422587,Mohit,Speek,9999-01-01,d005,Development
422631,Richara,Lorin,9999-01-01,d007,Sales
422641,Padma,Hasham,9999-01-01,d007,Sales
422646,Alexius,Peltason,9999-01-01,d005,Development
422665,Arunachalam,Edelhoff,9999-01-01,d007,Sales
422744,Francoise,Panwar,9999-01-01,d005,Development
422775,Moto,Emmart,9999-01-01,d005,Development
422782,JiYoung,Czaja,9999-01-01,d007,Sales
422812,Akeno,Pashtan,9999-01-01,d007,Sales
422851,Basant,Muhlberg,9999-01-01,d005,Development
422938,Shuho,Taneja,9999-01-01,d007,Sales
422979,Kiyokazu,Shihab,9999-01-01,d007,Sales
423005,Chenyi,Furedi,9999-01-01,d007,Sales
423032,Yolla,Katiyar,9999-01-01,d007,Sales
423093,Dannz,Kadhim,9999-01-01,d007,Sales
423126,Valeri,Scallan,9999-01-01,d007,Sales
423171,Francesca,Mandell,9999-01-01,d007,Sales
423191,Kasturi,Siksek,9999-01-01,d005,Development
423200,Doohun,Langford,9999-01-01,d005,Development
423226,Tadahiro,Szmurlo,9999-01-01,d007,Sales
423241,Nadjib,Litvinov,9999-01-01,d005,Development
423243,Gill,Lammel,9999-01-01,d007,Sales
423251,Maia,Zolotykh,9999-01-01,d007,Sales
423326,Idoia,Cullers,9999-01-01,d005,Development
423338,Chuanti,Rosiles,9999-01-01,d007,Sales
423371,Jamaludin,Qiwen,9999-01-01,d007,Sales
423388,Hiroyasu,Byoun,9999-01-01,d007,Sales
423397,Masami,Ghelli,9999-01-01,d005,Development
423412,Kwok,Spelt,9999-01-01,d005,Development
423418,Guttorm,Brendel,9999-01-01,d005,Development
423424,Nobuyoshi,Foong,9999-01-01,d005,Development
423434,Uta,Shackell,9999-01-01,d007,Sales
423443,Chenye,Camarinopoulos,9999-01-01,d005,Development
423454,Achilleas,Vandervoorde,9999-01-01,d005,Development
423464,Shiv,Rodier,9999-01-01,d005,Development
423466,Magy,Zhang,9999-01-01,d005,Development
423479,Rosine,Hambrick,9999-01-01,d005,Development
423484,Geoffrey,Mersereau,9999-01-01,d007,Sales
423526,Adly,Choobineh,9999-01-01,d005,Development
423543,Oldrich,Acton,9999-01-01,d005,Development
423592,Chenxi,Azuma,9999-01-01,d007,Sales
423596,Lokesh,Heystek,9999-01-01,d007,Sales
423607,Deborah,Suwa,9999-01-01,d005,Development
423689,Xudong,Schlumberger,9999-01-01,d005,Development
423691,Alain,Hanratty,9999-01-01,d005,Development
423702,Parke,Iivonen,9999-01-01,d007,Sales
423705,Christ,Kaelbling,9999-01-01,d005,Development
423720,Barry,Maierhofer,9999-01-01,d007,Sales
423738,Mantis,Weiland,9999-01-01,d005,Development
423756,Huican,Schlumberger,9999-01-01,d005,Development
423803,Xuejun,Beilner,9999-01-01,d005,Development
423807,Barry,Rikino,9999-01-01,d007,Sales
423830,Maya,Menhoudj,9999-01-01,d005,Development
423907,Sanjit,Akaboshi,9999-01-01,d007,Sales
423917,Dines,Bouloucos,9999-01-01,d005,Development
423939,Khatoun,Carrere,9999-01-01,d005,Development
423982,Hidde,Boissier,9999-01-01,d005,Development
423986,Debatosh,Alvarado,9999-01-01,d005,Development
423991,Weicheng,Gargeya,9999-01-01,d005,Development
424037,Sumant,Langford,9999-01-01,d007,Sales
424043,Tetsurou,Gulik,9999-01-01,d007,Sales
424085,Irene,Merks,9999-01-01,d005,Development
424090,Inderjeet,Holburn,9999-01-01,d007,Sales
424099,Kwangyoen,Strandh,9999-01-01,d007,Sales
424134,Aleksandar,Wrigley,9999-01-01,d005,Development
424142,Turgut,Larfeldt,9999-01-01,d005,Development
424167,Kazuhiko,Hasham,9999-01-01,d005,Development
424185,Sigeru,Khalid,9999-01-01,d005,Development
424189,Martijn,Denny,9999-01-01,d005,Development
424192,Boaz,Rosenbaum,9999-01-01,d007,Sales
424200,Shooichi,Yeung,9999-01-01,d005,Development
424230,Irena,Sridhar,9999-01-01,d007,Sales
424252,Shirish,Bernardinello,9999-01-01,d007,Sales
424259,Seongbin,Bennis,9999-01-01,d005,Development
424298,Francesca,Chinin,9999-01-01,d007,Sales
424355,Szabolcs,Garrabrants,9999-01-01,d005,Development
424378,Sanjiv,Varman,9999-01-01,d005,Development
424379,Menkae,Murtagh,9999-01-01,d005,Development
